Category_1,Store_Score,Score_1,Score_4,weekday
2,-6.945,0.000731,105.046,6
0,-10.725,0,122.821,5
3,-11.384,0.296,129.983,6
0,-16.443,0.816,180.103,4
9,-11.705,0.858,79.986,4
4,-9.959,0.00637,157.975,6
7,-7.041,0.652,87.996,4
7,-15.625,0.129,95.542,5
6,-6.153,0,142.062,5
4,-20.835,0.937,122.842,4
3,-16.504,0.725,112.617,5
7,-9.033,0.013,107.987,6
7,-11.766,0.875,95.714,6
2,-12.845,0.922,128.129,6
2,-27.499,0.797,66.8,5
9,-8.221,0,132.932,6
2,-23.075,0.914,62.824,5
0,-27.265,0.892,72.176,5
0,-9.29,0,130.148,5
5,-21.458,0.607,81.937,0
2,-11.877,0.0188,81.797,6
2,-11.337,0,138.024,5
1,-6.543,1.58E-05,180.008,6
10,-13.396,0,95.678,5
5,-10.856,0.00315,92.516,4
1,-8.741,5.41E-06,99.765,6
3,-9.798,3.02E-06,128.49,6
9,-4.258,0,94.081,5
11,-5.807,0.02,150.014,5
9,-5.464,4.35E-06,102.489,6
4,-4.679,0,172.016,5
1,-4.386,1.11E-06,103.376,5
6,-7.011,0.157,102.051,5
7,-32.167,0.819,151.135,5
1,-28.212,0.838,107.068,5
3,-10.823,0.531,171.774,6
8,-12.196,0.000393,116.52,5
2,-8.685,0.00257,79.501,5
4,-6.536,0,94.749,5
10,-2.672,0.578,162.022,5
4,-31.689,0.979,74.046,5
7,-12.004,0.000154,104.106,1
10,-7.817,1.37E-06,108.481,5
3,-28.409,0.957,67.722,6
11,-4.189,0,169.902,5
3,-4.872,6.92E-05,102.043,5
11,-7.441,0.416,135.003,6
7,-11.905,0.00197,105.474,5
6,-6.535,0,158.831,5
8,-24.045,0.453,85.316,4
4,-5.786,0,92.103,3
9,-9.736,0.881,154.024,5
3,-19.56,0.966,66.215,4
7,-19.313,0.916,139.9,5
2,-9.785,0,83.996,5
1,-14.523,0.709,86.058,4
7,-29.924,0.92,64.568,5
1,-13.888,0.921,170.004,6
2,-24.131,0.955,134.327,5
0,-3.035,0,172.05,6
0,-5.529,0.694,106.068,5
9,-5.529,0,108.01,5
1,-9.233,4.62E-05,94.999,6
4,-4.856,0,104.991,5
0,-12.222,0,130.534,5
3,-22.559,0.84,76.302,5
9,-8.955,0.666,85.9,4
0,-25.326,0.842,73.323,5
9,-6.577,0,84.026,5
2,-19.555,0.872,69.866,0
10,-7.759,0.773,159.932,4
3,-5.798,0,122.979,5
2,-7.015,0,76.029,6
1,-9.874,0.0257,117.988,5
6,-20.394,0.943,129.998,6
0,-8.797,0.00197,80.05,4
4,-13.364,0.802,119.779,0
7,-12.267,3.56E-05,79.551,5
6,-6.958,0,87.971,6
7,-8.858,0.00093,104.995,5
6,-4.124,0.000243,128.025,5
10,-30.369,0.962,72.166,4
6,-2.845,0,124.891,5
7,-6.595,1.38E-06,89.518,6
11,-12.873,0,105.03,6
7,-7.728,0,159.929,6
9,-3.863,0.0473,139.83,5
6,-7.59,0.00039,163.907,0
8,-8.161,0,131.855,5
9,-12.871,2.00E-05,109.007,5
11,-5.591,0,122.998,4
9,-5.827,7.56E-05,128.04,0
5,-7.79,0.687,121.023,0
1,-12.88,0.921,120.579,6
0,-10.487,0.000934,118.105,0
4,-14.402,0.000991,106.597,5
1,-8.581,0.0227,133.431,5
0,-3.713,0,98.025,5
2,-2.763,0,205.945,5
2,-9.728,3.52E-05,96.998,5
6,-7.757,1.25E-05,102.727,5
9,-4.452,0,103.014,5
9,-4.998,1.48E-05,130.075,6
7,-4.271,1.14E-05,96.473,5
2,-7.978,6.73E-05,185.199,5
0,-33.99,0.931,106.958,5
0,-5.298,0,124.027,5
7,-14.026,0.00155,126.553,5
11,-8.55,0.0052,110.642,1
0,-18.852,0.297,111.938,6
5,-4.755,0.000315,127.964,5
7,-7.703,0.0365,128.701,6
3,-27.114,0.951,132.392,5
2,-5.771,0.063,144.039,5
7,-19.12,0.937,181.976,4
7,-3.154,0,154.607,5
2,-12.916,0.68,81.283,4
1,-13.18,3.53E-06,105.929,5
2,-5.39,4.36E-05,173.938,5
9,-4.906,0,117.486,6
9,-29.846,0.985,130.4,5
2,-7.596,0,130.114,6
2,-9.45,0,109.943,5
11,-10.099,0.0241,98.333,6
11,-6.279,0.00435,82.12,6
11,-10.094,0.916,101.758,4
10,-5.698,0,98.081,5
5,-6.924,0,151.947,5
4,-6.573,0.00597,120,5
3,-14.577,0.48,82.118,6
6,-3.307,0,108.897,4
8,-5.457,0.00432,121.962,5
9,-23.391,0.899,77.491,5
0,-5.662,0,149.447,5
0,-18.034,0.904,92.552,4
5,-5.237,0,65.043,5
5,-3.729,0,101.981,5
7,-20.925,0.792,75.838,5
7,-7.499,0.0285,96.855,5
9,-9.111,0.106,71.548,5
1,-16.303,0.922,70.23,5
6,-8.966,1.07E-06,116.047,6
5,-25.12,0.902,114.351,5
0,-12.003,0.496,75.979,5
7,-4.551,0.0409,101.59,6
7,-5.562,0,117,6
9,-4.676,0,114.948,5
4,-10.469,0.726,137.99,6
0,-10.72,1.78E-06,119.506,6
11,-27.314,0.864,68.822,4
5,-5.488,0,80.989,5
10,-7.057,0.0163,116.98,4
11,-4.515,0,124.921,5
0,-11.112,0,99.864,6
2,-10.179,0.9,107.003,5
5,-21.633,0.954,130.02,5
11,-6.418,0.000285,130.189,6
0,-4.579,0,99.986,5
2,-26.637,0.709,143.28,4
1,-5.631,0,141.089,5
0,-19.554,0.944,77.634,5
10,-6.667,0,91.191,0
7,-9.935,0.000141,91.841,5
10,-8.771,0.167,116.471,5
1,-7.429,0,124.946,5
9,-32.592,0.911,63.108,4
4,-6.182,0.798,107.524,6
8,-4.156,0,116.03,5
9,-14.568,0.585,89.998,5
9,-9.244,0.001,85.341,5
2,-7.503,0.696,145.998,0
2,-14.992,0.0019,106.682,5
2,-10.95,0,114.199,6
6,-5.948,0.41,88.216,5
0,-11.901,0.97,77.74,4
7,-5.324,4.35E-05,129.956,5
1,-12.925,0.181,83.295,5
10,-4.644,0,89.991,5
0,-22.699,0.891,153.597,4
7,-30.525,0.823,71.611,5
9,-27.375,0.895,137.902,5
0,-4.464,0,127.984,5
2,-11.757,0.965,100.597,6
1,-11.749,0.779,140.037,4
4,-5.363,0,82.96,4
3,-4.539,9.19E-05,168.062,5
8,-27.125,0.945,80.794,5
1,-9.325,0.553,125.008,6
9,-6.544,0.0191,127.952,6
2,-5.902,5.75E-05,180.074,5
5,-12.221,5.05E-05,119.882,6
4,-21.737,0.898,94.373,5
2,-10.967,0.000143,113.599,0
5,-25.439,0.951,91.807,4
8,-11.536,0.0428,160.051,6
6,-5.626,0,143.955,5
3,-31.997,0.816,135.397,5
0,-7.906,2.38E-05,94.993,6
10,-30.125,0.956,60.928,0
6,-29.233,0.944,69.875,5
1,-19.429,0.995,81.939,4
4,-12.464,0.000441,112.403,5
2,-5.08,7.14E-05,94.996,5
5,-4.735,0,114.972,6
8,-26.695,0.93,177.277,4
9,-25.95,0.158,81.544,5
2,-13.647,0.0245,93.383,5
2,-7.064,0.951,100.455,5
2,-9.566,1.95E-06,154.902,4
4,-4.199,0.00364,137.695,6
8,-4.662,0,91.249,5
0,-10.235,0.0185,89.58,6
8,-6.069,1.50E-06,139.81,5
10,-8.892,0,105.955,5
3,-6.358,0,140.044,6
5,-32.25,0.908,69.433,4
11,-6,2.79E-06,90.225,6
11,-5.807,0.02,150.014,5
11,-5.855,2.88E-06,195.303,6
1,-8.119,0.00031,95.892,6
10,-7.157,0,99.931,5
7,-12.03,9.04E-05,91.18,4
11,-17.425,4.54E-06,75.019,5
11,-8.703,0.000482,74.983,6
2,-10.45,0.000178,85.387,5
5,-4.581,0,160.084,4
6,-4.899,5.73E-06,108.003,6
9,-4.059,0,115.556,5
7,-8.899,0.00102,119.994,6
4,-10.53,2.79E-05,125.017,5
3,-3.042,0,130.049,5
2,-7.744,4.99E-05,115.405,6
10,-9.898,9.61E-06,127.936,6
11,-6.89,0,100.738,5
11,-17.082,0,125.802,5
5,-9.617,0.00128,78.053,5
1,-7.307,0,141.964,4
10,-6.772,0.00882,124.01,6
10,-15.344,0.000595,80.413,6
6,-10.401,0.00286,93.862,6
7,-4.264,0,103.035,6
0,-2.849,0,128.91,5
0,-18.31,0.163,112.87,6
5,-25.726,0.926,114.73,5
7,-30.596,0.916,133.722,4
11,-25.598,0.813,65.404,5
7,-13.191,0.907,147.656,4
2,-6.932,0,82.03,5
0,-2.92,0,100.066,5
8,-5.466,0.000375,147.958,4
5,-8.114,0,92.979,5
1,-6.668,8.60E-06,101.368,6
9,-4.122,0.612,92.999,6
10,-23.19,0.926,181.135,4
2,-9.731,0,142.083,3
11,-4.367,0.0232,95.027,5
1,-5.681,0,73.393,5
6,-5.948,0.41,88.216,5
8,-20.351,0.932,89.657,4
9,-6.557,0,172.065,5
1,-5.804,1.42E-06,173.922,6
5,-17.989,0.443,203.925,5
0,-22.579,0.926,76.787,5
11,-11.124,5.84E-06,99.942,5
2,-5.652,0.00012,110.69,5
4,-20.187,0.962,129.91,1
4,-19.899,0.53,57.13,5
7,-11.585,8.18E-06,110.002,6
7,-33.19,0.963,77.84,6
3,-37.049,0.973,68.316,3
2,-7.477,0.445,71.072,0
0,-19.596,0.903,92.02,1
10,-8.036,0.489,89.997,4
2,-6.352,4.35E-05,121.984,5
8,-11.389,0.000934,158.948,5
8,-5.519,0.000341,123.937,4
5,-6.392,0.0026,129.944,5
3,-12.01,0.517,122.233,6
10,-4.901,0,169.9,5
1,-9.499,3.68E-06,144.615,6
6,-29.257,0.958,74.661,5
7,-12.267,3.56E-05,79.551,5
10,-11.503,0.000294,94.022,5
7,-6.564,0.276,129.946,0
11,-5.907,0,78.454,6
8,-11.458,0,147.881,5
5,-4.646,0,99.946,5
1,-8.932,0.00919,189.161,5
5,-17.416,0.944,108.885,0
7,-5.042,2.45E-06,115.997,6
6,-12.081,0.145,129.997,6
5,-11.859,0.723,93.904,0
1,-12.954,0.927,176.043,6
10,-29.891,0.88,85.17,4
8,-3.704,0,92.477,6
4,-14.59,0.00791,105.007,5
1,-25.551,0.961,63.696,5
7,-11.531,0.902,91.995,5
0,-25.602,0.912,113.916,5
6,-18.915,0.915,112.002,6
11,-6.488,0.000765,131.979,0
6,-37.865,0.779,70.423,4
0,-4.342,1.33E-06,137.991,5
2,-12.163,0.885,100.988,5
11,-11.202,0.616,103.866,6
2,-26.467,0.852,168.355,5
7,-6.759,8.36E-06,109.965,5
6,-6.581,0.000177,127.941,6
11,-3.895,0.872,94.993,6
9,-15.71,5.82E-05,117.67,6
10,-6.751,3.72E-05,93.67,5
7,-18.785,0.346,118.574,4
6,-5.33,0,99.039,5
6,-5.597,0.0017,126.254,5
1,-4.123,0.000118,183.059,6
7,-2.97,0,122.003,5
5,-16.369,0.985,89.045,6
2,-4.645,5.63E-05,91.084,6
0,-14.046,0.889,120.16,5
2,-4.739,0,100.024,4
1,-6.236,0,160.196,6
3,-3.912,0,127.99,5
0,-11.625,0.708,161.04,5
3,-5.555,2.92E-06,134.092,5
7,-3.508,1.24E-06,90.988,5
3,-9.54,0,85.949,5
2,-13.122,0.151,89.985,5
5,-6.831,0.00059,87.534,5
10,-19.738,1.82E-05,120.264,5
3,-2.867,0,128.005,5
4,-5.778,0,79.015,5
11,-21.223,0.909,85.846,5
8,-10.431,0.815,107.967,5
0,-6.029,8.52E-05,95.989,5
1,-14.861,0.939,150.378,6
8,-5.057,1.51E-06,88.006,6
9,-6.261,3.59E-06,139.831,0
0,-32.028,0.832,74.774,4
5,-9.92,1.06E-06,84.994,6
5,-10.725,0.0125,110.035,5
9,-24.74,0.954,94.466,4
4,-3.215,0.264,123.976,5
0,-3.135,2.84E-05,119.993,5
10,-2.738,0.000678,176.996,5
1,-18.356,0.922,69.241,5
1,-7.997,0,112.56,1
5,-7.295,0,129.236,5
7,-12.321,0,151.822,4
11,-7.327,2.20E-05,184.373,5
1,-8.047,0.00539,152.027,5
7,-19.679,0.955,204.247,4
5,-9.996,0.0247,121.624,5
2,-6.657,2.62E-06,160.025,6
1,-11.611,0.912,91.631,6
9,-19.424,0.925,65.875,5
2,-16.697,0.913,115.178,5
8,-8.256,0,203.787,6
1,-13.304,0.0602,125.298,5
11,-6.895,0,174.162,5
7,-8.039,0.00217,108.736,6
2,-28.239,0.953,89.732,5
3,-7.675,0.0523,160.093,6
0,-34.714,0.965,80.157,4
2,-4.228,0,160.083,5
7,-2.529,0,114.993,5
5,-5.421,1.64E-06,96.009,5
6,-11.707,0.0157,98.871,0
4,-3.836,3.09E-06,150.034,5
9,-7.651,2.16E-05,156.828,5
3,-25.582,0.931,48.36,4
9,-23.917,0.91,99.381,6
10,-23.825,0.931,74.677,4
4,-5.025,0,94.379,5
10,-30.013,0.963,132.722,4
10,-3.72,0.00136,132.986,6
6,-7.052,0.00399,114.999,5
5,-4.969,0,144.941,5
7,-5.311,0.889,121.294,1
9,-8.164,0,123.097,0
0,-24.187,0.909,83.304,5
0,-3.81,0,98.016,5
9,-13.498,0.00114,135.724,5
11,-4.683,0.00912,136.327,5
4,-9.14,5.54E-06,160.289,5
4,-7.059,0.0632,147.448,6
6,-13.105,0.0035,116.222,6
5,-29.742,0.936,115.692,5
6,-9.188,0,161.947,5
8,-7.418,0.000661,102.127,6
8,-5.613,0,82.992,5
2,-12.895,1.27E-06,147.524,5
5,-13.318,0.675,100.299,5
4,-5.157,0.923,94.851,6
2,-5.894,0,138.972,4
3,-24.919,0.938,133.281,5
3,-5.342,0,89.973,5
9,-4.27,0,79.159,5
1,-5.025,0,103.072,5
9,-10.095,7.59E-05,127.905,6
9,-15.467,0.915,150.04,4
8,-9.435,0.257,151.537,5
0,-4.745,6.93E-06,120.708,6
9,-5.948,1.75E-06,107.853,6
0,-4.003,0,113.032,4
10,-8.421,2.87E-06,156.988,5
6,-6.908,0.000827,117.662,6
5,-7.644,1.27E-05,141.243,6
2,-6.297,1.90E-06,151.36,4
6,-5.141,0,122.905,5
7,-7.509,1.36E-05,126.032,4
8,-6.941,0.306,137.021,5
4,-5.177,0,131.922,5
0,-20.277,0.878,129.11,4
1,-4.528,2.49E-06,156.083,5
2,-3.572,4.51E-05,175.997,5
2,-3.817,0,80.202,5
2,-6.702,0.0255,123.008,5
0,-11.922,3.01E-05,141.769,6
1,-10.569,0.916,120.003,6
4,-4.194,0,99.817,5
1,-12.505,0.0165,99.991,5
2,-7.076,0,145.765,5
1,-6.652,0.000103,125.816,4
5,-6.832,0,112.022,5
0,-12.045,0.0066,121.683,5
4,-3.981,0,127.999,5
2,-8.706,0.885,100.005,2
4,-11.14,0,95.502,5
10,-23.054,0.945,137.552,4
10,-11.793,7.36E-05,111.584,5
10,-11.041,0.934,135.965,0
6,-28.435,0.959,109.066,4
5,-6.397,0.000552,154.909,6
9,-17.222,0.266,145.288,5
1,-33.366,0.919,132.085,6
5,-4.588,0,119.936,5
8,-13.883,0,128.122,5
3,-19.944,0.939,120.757,5
0,-17.796,0.154,94.163,6
7,-11.775,2.28E-05,115.667,6
7,-19.503,0.975,125.865,5
7,-18.255,0.556,118.372,6
4,-14.089,0.972,105.305,5
9,-4.001,0.366,127.981,4
5,-2.415,0,122.813,5
9,-6.32,1.74E-05,122.014,5
10,-13.918,2.10E-06,91.094,6
7,-11.91,0.59,124.931,0
7,-15.625,0.129,95.542,5
0,-7.854,0.937,143.954,4
2,-13.482,0.0609,140.317,6
2,-5.429,0,119.214,5
6,-13.04,0.00764,123.956,5
8,-12.062,0,89.616,4
1,-6.398,7.85E-06,163.978,6
8,-4.869,5.00E-05,123.033,5
3,-30.746,0.851,120.425,5
2,-5.785,0,99.929,6
9,-5.243,0,111.58,5
9,-3.264,0,90.74,6
8,-22.343,0.932,135.858,4
2,-4.212,0,98.523,5
2,-7.732,0.0533,87.999,5
7,-9.504,0,84.878,5
2,-5.617,0,85.026,5
11,-3.932,0,155.867,6
2,-8.864,0.000537,140.016,5
8,-6.821,0.000406,137.973,5
9,-25.338,0.962,73.293,6
7,-26.288,0.888,96.494,5
9,-6.254,0,142.592,4
7,-4.621,2.38E-06,100.008,4
0,-6.783,0,84.766,6
1,-4.359,5.92E-06,95.002,5
3,-19.685,0.955,129.751,5
4,-27.772,0.881,86.179,4
1,-3.375,0,149.808,6
5,-26.394,0.0336,78.884,5
4,-10.767,1.06E-05,119.899,6
0,-12.755,0,143.496,6
6,-8.966,1.07E-06,116.047,6
0,-3.097,4.18E-06,164.127,6
9,-7.595,0.00873,91.076,6
2,-10.08,0,98.906,0
2,-5.393,1.13E-05,89.93,6
6,-5.307,0.000764,127.995,5
5,-10.122,0.955,99.267,5
6,-9.417,0.00564,120.004,6
7,-10.04,0.000353,95.493,5
2,-5.39,0,139.737,5
0,-3.687,0,90.064,5
5,-4.688,0,105.014,5
3,-15.414,0.000426,83.342,5
4,-7.088,0,93.995,5
10,-5.768,0.00132,166.988,5
0,-6.542,3.06E-06,141.621,6
0,-9.287,0.501,79.985,4
10,-6.926,3.97E-05,179.669,6
1,-6.28,0.0853,94.495,5
8,-3.865,7.04E-06,99.987,5
9,-8.143,0,131.538,4
8,-3.904,0.000552,110.621,5
7,-6.56,0.664,101.594,5
7,-4.329,0,167.467,6
5,-12.327,2.68E-05,159.822,6
0,-12.191,0.000212,120.048,4
2,-7.091,0.00486,175.177,5
3,-7.03,0,144.056,0
0,-21.278,0.859,68.705,5
1,-31.987,0.916,97.15,5
0,-21.972,0.875,69.02,5
8,-5.443,0.382,127.97,6
4,-28.235,0.907,136.682,4
9,-4.944,2.38E-06,98.991,5
4,-28.505,0.955,64.443,4
7,-15.981,2.80E-05,124.699,6
0,-7.079,0.001,119.978,6
4,-3.093,4.96E-06,141.971,5
0,-26.678,0.673,74.577,5
9,-12.144,0.00375,141.938,5
4,-25.072,0.876,70.013,5
10,-15.68,0.000316,139.902,5
9,-11.679,0.853,87.018,4
8,-4.07,0,81.034,5
1,-6.53,0.00437,76.503,5
2,-9.472,0.000369,115.929,6
2,-4.983,0,135.558,6
1,-19.117,0.000993,167.646,5
8,-5.893,0.000807,143.911,6
10,-13.73,0.444,70.54,5
0,-27.343,0.973,132.241,4
11,-8.357,0.902,84.012,4
2,-39.788,0.973,170.249,4
3,-4.262,6.89E-06,89.954,6
4,-7.228,0,152.337,5
9,-13.935,0.817,204.447,5
5,-5.963,0.262,89.643,5
6,-6.495,3.54E-06,108.003,6
3,-28.312,0.966,125.882,4
3,-4.162,0.0116,89.428,5
0,-10.792,0.256,140.009,5
5,-18.985,0.894,127.623,5
7,-3.498,0,105.021,4
2,-9.245,1.39E-06,166.052,5
9,-16.546,0.915,75.017,6
8,-7.001,0,116.893,4
11,-13.546,0.103,105.921,0
0,-3.113,0,110.076,4
1,-10.52,0.668,125.747,6
3,-25.694,0.974,129.981,4
11,-17.044,0.946,88.728,4
5,-12.151,0.112,167.057,5
4,-11.754,4.02E-05,117.649,5
10,-16.362,0.00758,82.365,6
0,-6.03,7.27E-05,121.936,5
3,-7.686,0.916,193.982,4
7,-25.9,0.922,130.049,5
0,-22.11,0.98,59.867,5
11,-7.839,0.00593,82.001,6
0,-5.656,0.0112,117.979,5
9,-3.709,0,116.001,5
6,-12.723,0.806,81.012,5
7,-7.454,0.00812,82.051,5
5,-11.586,0.113,144.041,5
11,-8.275,0.106,114.313,6
0,-15.632,0.861,169.964,5
9,-27.706,0.955,83.65,5
1,-6.973,1.84E-05,122.983,5
7,-25.674,0.96,131.293,4
0,-5.958,1.52E-06,134.859,6
0,-31.365,0.878,81.526,4
8,-5.975,0,123.977,5
4,-7.666,0,133.019,6
7,-12.528,0.906,153.012,5
9,-11.391,0,79.922,5
1,-8.741,5.41E-06,99.765,6
6,-15.474,0.124,93.764,5
7,-29.574,0.926,125.462,5
1,-9.762,0.000765,107.982,6
0,-36.199,0.943,79.314,5
7,-9.561,0.000578,119.06,6
0,-23.516,0.942,65.12,5
0,-21.406,0.928,62.42,5
7,-8.508,0.925,115.365,5
8,-10.705,0.292,107.99,5
6,-20.567,0.94,48.294,5
2,-5.031,0,102.866,5
3,-6.042,8.62E-06,149.924,5
1,-4.782,0,94.006,5
9,-7.843,0,99.009,5
1,-27.033,0.93,129.529,5
1,-26.35,0.938,64.387,4
3,-4.756,0,96.93,6
2,-26.599,0.96,78.182,5
4,-7.323,7.86E-06,159.912,6
8,-27.769,0.977,67.861,4
9,-0.649,0,100.028,5
0,-5.518,0.72,144.999,5
1,-7.248,0.0735,124.992,4
2,-26.671,0.97,111.025,3
2,-7.109,3.72E-06,107.327,6
9,-7.013,4.22E-05,100.021,6
1,-19.641,0.942,139.979,4
5,-6.754,0,83.254,5
8,-8.442,0.769,136.954,5
4,-4.133,0.000263,144.97,5
7,-26.992,0.97,97.798,3
4,-7.846,0,138.065,5
5,-13.801,0.0854,153.69,6
5,-8.597,0,139.779,4
9,-4.02,0,111.934,5
6,-7.828,0.000312,99.966,5
5,-4.447,2.03E-05,125.001,5
4,-4.404,0,119.974,5
9,-5.341,0.0268,124.011,4
7,-10.18,0,143.891,5
0,-6.037,0,117.211,0
2,-20.937,0.126,80.863,6
2,-5.697,0.0012,124.08,6
0,-14.152,0,114.993,4
2,-6.698,0,119.758,5
11,-4.288,0,99.892,6
6,-3.738,0,89.989,5
6,-6.209,0,103.998,5
7,-29.131,0.927,59.327,5
5,-21.242,0.951,69.302,4
2,-11.249,0.558,135.506,6
10,-25.04,0.936,138.222,5
1,-12.065,0.867,111.234,0
6,-6.794,8.65E-05,124,5
1,-25.388,0.874,64.552,4
2,-13.888,0.842,123.566,5
2,-3.554,0,150.043,5
10,-28.978,0.827,180.095,5
3,-11.028,5.53E-06,128.157,6
1,-37.649,0.98,68.728,6
0,-6.65,0,118.012,5
1,-31.884,0.909,69.669,0
5,-19.477,0.938,136.475,5
1,-32.834,0.957,104.717,0
6,-8.357,8.89E-06,112.391,5
11,-15.082,0.427,89.991,4
4,-31.204,0.577,82.014,2
2,-24.713,0.897,101.983,2
5,-6.938,0.0168,88.179,5
11,-8.572,0.826,79.683,5
5,-8.824,2.87E-06,131.459,6
8,-11.315,0.615,138.09,4
11,-7.433,0.00131,138.005,0
7,-22.203,0.957,134.247,5
4,-31.019,0.779,173.056,6
2,-19.148,0.0546,101.984,2
10,-4.659,5.03E-06,113.043,6
6,-5.306,0,87.964,5
1,-3.051,1.65E-06,141.982,5
1,-4.483,0,77,5
6,-37.865,0.779,70.423,4
10,-12.447,0.136,139.969,4
6,-13.741,0.00572,176.941,6
8,-26.71,0.793,173.267,5
7,-15.73,0.0114,122.883,0
4,-15.735,3.04E-06,134.508,5
8,-14.121,0.77,119.565,5
7,-3.907,0.0075,134.987,5
1,-4.965,0,119.973,5
11,-7.683,0.0195,75.981,6
5,-26.951,0.924,71.997,6
8,-7.162,3.00E-06,103.997,5
9,-7.292,0.00258,169.613,5
1,-6.222,0.237,166.04,6
2,-20.945,0.929,92.099,6
1,-6.142,0,140.042,5
10,-8.968,0.49,140.042,1
1,-4.547,0.0702,110.832,6
8,-5.3,0.000161,123.98,5
2,-5.01,0,101.671,5
9,-29.253,0.921,139.971,5
1,-25.167,0.00121,112.852,5
8,-23.104,0.954,74.253,5
10,-13.191,0.000524,104.86,5
5,-7.46,2.68E-05,76.175,6
10,-3.245,1.03E-06,110.015,5
4,-10.546,0.000219,81.018,6
1,-4.899,0,84.989,6
0,-27.069,0.903,173.257,4
8,-3.728,1.31E-06,115.045,5
8,-16.24,0,77.881,5
8,-4.386,2.85E-05,167.541,0
2,-5.697,0.0012,124.08,6
6,-9.44,0.917,180.153,4
1,-6.833,0.0151,109.964,6
4,-7.928,6.12E-05,151.779,6
5,-5.448,0,134.122,6
6,-11.417,0.964,91.982,5
9,-30.091,0.026,126.371,0
10,-14.933,0.000406,131.103,6
3,-16.069,0.00275,110.029,5
2,-37.039,0.933,65.381,5
8,-4.589,0.00714,111.97,5
3,-35.65,0.902,69.226,5
9,-3.103,0,165.929,5
2,-9.232,0.326,109.995,5
4,-8.702,0.025,92.084,4
1,-5.151,6.31E-05,78.969,5
11,-8.761,0.822,125.017,1
4,-11.658,0.855,122.009,6
5,-8.028,0.762,100.999,5
6,-4.944,0,146.976,5
9,-6.611,8.03E-06,144.977,6
5,-31.178,0.94,72.437,4
9,-5.653,0.0104,153.398,5
4,-5.788,0,149.993,6
7,-9.385,1.32E-06,152.013,0
9,-13.462,0.963,109.96,6
1,-12.085,1.36E-05,140.005,6
5,-30.692,0.927,62.139,4
7,-4.215,0,88.785,6
3,-10.6,0.703,83.111,1
11,-22.188,0.912,68.236,5
0,-4.377,0,97.963,5
9,-9.501,0.000106,147.901,5
4,-10.516,0.00657,114.846,5
10,-10.063,0.0011,124.023,5
6,-28.678,0.932,135.761,5
0,-10.99,0.309,111.269,5
0,-9.315,0,136.746,5
10,-6.163,0.000169,149.839,0
2,-7.862,0,113.976,5
1,-5.797,0,124.043,5
0,-9.835,2.24E-06,79.985,6
3,-4.316,0,125.022,5
2,-5.605,0,98.062,5
8,-14.711,5.41E-05,56.977,5
4,-14.089,0.000661,94.949,5
2,-18.685,0.922,69.619,6
4,-8.743,0.000201,132.082,5
7,-10.578,0.000515,153.843,6
6,-7.077,3.67E-06,144.012,5
1,-10.333,0.711,110.018,6
10,-8.546,0.000392,103.827,6
5,-4.583,0,102.014,5
8,-12.699,0.923,150.016,5
11,-3.587,0.796,121.664,5
0,-26.142,0.956,219.701,4
7,-8.028,0.88,135.073,4
7,-26.2,0.963,138.926,4
3,-27.467,0.945,97.519,4
10,-3.364,0,148,5
0,-5.461,5.69E-05,93.964,5
5,-18.436,0.946,81.281,5
11,-15.76,0.889,140.067,4
9,-34.159,0.859,73.351,0
5,-32.328,0.923,98.529,4
2,-9.997,0.0626,81.909,6
1,-13.221,0.389,172.804,5
8,-20.729,0.88,184.499,5
10,-4.644,0,89.991,5
2,-8.16,0,110.508,6
10,-13.969,0,95.185,6
10,-34.254,0.837,84.494,4
4,-8.838,0.926,81.199,5
1,-10.43,0.00138,120.836,6
5,-21.536,0.633,70.11,3
9,-6.631,0,107.075,5
7,-5.439,0.119,123.986,5
4,-6.161,1.48E-06,135.076,5
4,-2.451,0,125.011,5
4,-23.206,0.906,60.226,6
0,-4.209,0,95.39,5
10,-5.892,0,100.024,5
0,-10.571,0.169,95.985,6
8,-10.503,0.616,121.361,5
2,-4.915,1.82E-05,120.045,5
3,-22.267,0.943,140.729,4
9,-6.427,0.926,130.218,5
1,-6.797,0,80.454,5
0,-9.19,0.000622,126.078,5
11,-7.209,0,91.019,5
11,-8.062,0.897,154.037,4
7,-20.771,0.904,73.766,5
9,-7.621,2.55E-06,91.97,5
10,-29.496,0.00867,117.963,5
8,-5.599,1.58E-06,80.047,5
4,-3.991,0,139.993,4
0,-5.373,5.80E-05,144.085,5
7,-9.127,0.0399,126.597,5
1,-12.102,0.695,175.006,4
0,-6.423,1.49E-05,123.033,5
2,-5.394,0.000387,122.043,5
1,-7.907,2.55E-05,107.951,0
7,-10.493,0.0102,91,6
11,-3.274,0,149.999,4
4,-5.014,0,137.071,5
8,-10.522,0.000135,142.412,6
5,-9.58,0.000646,119.995,5
7,-7.23,2.95E-05,89.998,6
1,-10.201,0,100.839,5
2,-8.377,0.000246,78.924,6
7,-3.502,2.01E-05,129.961,5
2,-22.349,0.171,105.62,1
1,-7.778,7.99E-06,141.979,6
7,-7.645,0.000328,114.714,5
1,-10.697,0,107.374,5
0,-8.767,0.00215,131,5
4,-23.526,0.822,143.187,6
9,-9.33,7.40E-05,159.991,0
2,-30.495,0.926,66.706,5
7,-18.416,0.625,84.018,4
8,-4.07,0,81.034,5
7,-3.493,0,138.293,5
2,-6.523,0.000332,118.023,6
0,-24.178,0.924,72.116,5
